Shim_ID,FHFC_Key,HUD_REMS,Public_Housing_Development#,Florida_DOR_Parcel,Development_Name,Street_Address,City,State,Zip_Code,County,Housing_Program(s),Total_Units,Assisted_Units,HUD/RD_Rental_Assistance_Units,FHFC_Funded,HUD_Multifamily_Funded,HUD_Public_Housing_Funded,RD_Funded,LHFA_Funded,Target_Population,Occupancy_Status,Affordability_Start_Date,Year_built_(property_appraiser),Owner_Type,Overall_year_of_subsidy_expiration,Latitude,Longitude,Census_Tract,Census_Block_Group,Number_of_0_BR,Number_of_1_BR,Number_of_2_BR,Number_of_3_BR,Number_of_4_or_more_BR
470,-,800004350,-,7.44E+16,PALM BEACH COUNTY GROUP HOME,322 10TH ST,West Palm Beach,Florida,33401,Palm Beach,Rental Assistance/HUD;Section 202 Direct Loan,6,5,5,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1984,1914,Non-Profit,2025,26.72220815,-80.05271799,2300,2,not avail.,not avail.,not avail.,not avail.,not avail.
111,55,800004235,-,7.44E+16,PALM GROVE APARTMENTS,2100 N. AUSTRALIAN AVENUE,West Palm Beach,Florida,33407,Palm Beach,Housing Credits 4%;Local Bonds;Rental Assistance/HUD;SAIL,150,150,150,x,x,-,-,x,Family,Ready for Occupancy,1974,1973,For-Profit,2052,26.73226908,-80.0654075,2100,1,-,12,126,12,-
7374,-,800241204,-,7.44E+16,Robinson Village/Pleasant City Apartments,1715 Division Avenue,West Palm Beach,Florida,33407,Palm Beach,Rental Assistance/HUD,134,134,134,-,x,-,-,-,Elderly,Ready for Occupancy,2014,1940,Non-Profit,2034,26.7293891,-80.06008327,2200,1,-,16,43,75,-
6647,-,800221260,-,7.44E+16,ST. CHARLES PLACE MANOR,2701 Broadway,West Palm Beach,Florida,33407,Palm Beach,Rental Assistance/HUD;Section 811 Capital Advance,11,11,11,-,x,-,-,-,Elderly,Ready for Occupancy,2006,1950,Non-Profit,2046,26.73736955,-80.0571159,1700,3,-,11,-,-,-
1985,-,800004451,-,7.44E+16,ST. JAMES RESIDENCES,400 SOUTH OLIVE AVENUE,West Palm Beach,Florida,33401,Palm Beach,Rental Assistance/HUD;Section 202 Direct Loan,148,148,148,-,x,-,-,-,Elderly,Ready for Occupancy,1979,1981,Non-Profit,2021,26.71002099,-80.05160141,2700,4,-,148,-,-,-
7375,-,800241205,-,7.44E+16,TWIN LAKES VILLAGE,1200 7th St,West Palm Beach,Florida,33401,Palm Beach,Rental Assistance/HUD,148,148,148,-,x,-,-,-,Family,Ready for Occupancy,2014,1961,Non-Profit,2034,26.71976394,-80.06440879,2100,2,-,-,16,102,30
7030,-,800214894,-,4.24E+14,VILLA REGINA,2660 N Haverhill Rd,West Palm Beach,Florida,33415,Palm Beach,Rental Assistance/HUD;Section 202 Capital Advance,106,106,106,-,x,-,-,-,Elderly,Ready for Occupancy,2008,1966,Non-Profit,2048,26.63847933,-80.12090081,4013,1,-,106,-,-,-
1716,2799,800004571,-,4.24E+14,WEDGEWOOD APARTMENTS,4921 WEDGEWOOD WAY,West Palm Beach,Florida,33417,Palm Beach,Housing Credits 9%;Rental Assistance/HUD,80,80,80,x,x,-,-,-,Elderly;Family;Link,Ready for Occupancy,1978,1978,For-Profit,2067,26.70252192,-80.11738494,3102,3,not avail.,not avail.,not avail.,not avail.,not avail.
1675,-,800004572,-,4.24E+14,WEDGEWOOD APARTMENTS PHASE II,4819 WEDGEWOOD WAY,West Palm Beach,Florida,33417,Palm Beach,Rental Assistance/HUD,32,32,-,-,x,-,-,-,Elderly,Ready for Occupancy,1979,1979,For-Profit,2019,26.70257856,-80.11658127,3102,3,-,32,-,-,-
1574,-,800004040,-,2.12E+18,DADE CITY QUADRAPLEX,37020 COLEMAN AVE,Dade City,Florida,33525,Pasco,Rental Assistance/HUD;Section 811 Capital Advance,4,4,4,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1997,1985,Non-Profit,2038,28.35749019,-82.20344024,32602,1,-,-,4,-,-
624,-,800004042,-,2.12E+18,DADE OAKS APARTMENTS,37460 ACORN LOOP,Dade City,Florida,33523,Pasco,Rental Assistance/HUD,69,69,-,-,x,-,-,-,Family,Ready for Occupancy,1978,1978,Non-Profit,2016,28.37337966,-82.19722122,32601,1,-,14,23,17,15
712,-,800112156,-,1.63E+18,BETHLEHEM HOUSING,8014 STATE ROAD 52,HUDSON,Florida,34667,Pasco,Rental Assistance/HUD;Section 202 Capital Advance,60,60,60,-,x,-,-,-,Elderly,Ready for Occupancy,2001,1974,Non-Profit,2041,28.3296405,-82.6820743,31010,2,-,60,-,-,-
806,-,800004181,-,162424005000C000160,HUDSON ESTATES,15902 HOMEWOOD LN,HUDSON,Florida,34667,Pasco,Refi Section 221(d)(4) MR;Rental Assistance/HUD,52,52,52,-,x,-,-,-,Family,Ready for Occupancy,1983,1983,For-Profit,2025,28.38803197,-82.65737355,31807,3,-,10,30,10,2
2049,-,800004182,-,162424005000C000150,HUDSON HILLS MANOR,9600 CALL CT,HUDSON,Florida,34667,Pasco,Rental Assistance/HUD,64,64,64,-,x,-,-,-,Family,Ready for Occupancy,1980,1980,Non-Profit,2036,28.38781635,-82.65611382,31807,3,-,12,24,24,4
2260,-,800212910,-,1.63E+18,AHEPA 489 APARTMENTS,6705 Rowan Road,New Port Richey,Florida,34654,Pasco,Rental Assistance/HUD;Section 202 Capital Advance,50,50,50,-,x,-,-,-,Elderly,Ready for Occupancy,2004,2004,Non-Profit,2043,28.25470096,-82.70024013,31406,1,-,50,-,-,-
6614,-,800212814,-,1.63E+18,CONGRESS STREET APTS,6913 Hills Dr,New Port Richey,Florida,34653,Pasco,Rental Assistance/HUD;Section 811 Capital Advance,18,17,17,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2004,2005,Non-Profit,2045,28.25788035,-82.701916,31406,1,not avail.,not avail.,not avail.,not avail.,not avail.
1581,-,800004137,-,162604016000A000190,EGRET APTS.,6005 VERMONT AVENUE,New Port Richey,Florida,34653,Pasco,Rental Assistance/HUD;Section 811 Capital Advance,7,7,7,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1996,1996,Non-Profit,2036,28.25805308,-82.71486582,31401,4,-,7,-,-,-
1572,-,800004096,-,162609007A160000110,FOREST AVENUE TRIPLEX,6013 TENNESSEE AVE,New Port Richey,Florida,34653,Pasco,Rental Assistance/HUD;Section 811 Capital Advance,3,3,3,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1996,1981,Non-Profit,2037,28.24430268,-82.71499291,31401,2,-,3,-,-,-
1598,-,800004267,-,1.63E+18,MANDALA SATELLITE APARTMENTS,6536 KENTUCKY AVE,New Port Richey,Florida,34653,Pasco,Rental Assistance/HUD;Section 202 Direct Loan,15,14,14,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1994,1994,Non-Profit,2016,28.25674179,-82.70629589,31406,1,not avail.,not avail.,not avail.,not avail.,not avail.
1576,-,800004371,-,1.63E+18,PASADENA DRIVE DUPLEXES,5429 PASADENA DR,New Port Richey,Florida,34652,Pasco,Rental Assistance/HUD;Section 811 Capital Advance,4,4,4,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1994,1973,Non-Profit,2035,28.22913259,-82.72443653,30800,2,-,3,1,-,-
1857,-,800004131,-,1.63E+18,GREENCASTLE OF BAYONET POINT,11722 LA MADERA BOULEVARD,Port Richey,Florida,34668,Pasco,Rental Assistance/HUD;Section 202 Direct Loan,80,80,80,-,x,-,-,-,Elderly,Ready for Occupancy,1994,1994,Non-Profit,2034,28.32807348,-82.67545011,31011,1,20,60,-,-,-
1629,-,800004147,-,162528006000A000060,HARDY STREET APARTMENTS,8426 Hardy St,Port Richey,Florida,34668,Pasco,Rental Assistance/HUD;Section 811 Capital Advance,16,15,15,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1994,1987,Non-Profit,2035,28.27975736,-82.70891309,30901,1,not avail.,not avail.,not avail.,not avail.,not avail.
2041,-,800004074,-,2.13E+18,EVERGREEN VILLAGE,38415 EVERGREEN VILLAGE DR,Zephyrhills,Florida,33540,Pasco,Rental Assistance/HUD;Section 515,51,50,50,-,x,-,x,-,Elderly,Ready for Occupancy,1979,1979,Limited Dividend,2019,28.25320011,-82.18089209,32804,2,-,19,32,-,-
591,-,800004508,-,212612002A004000020,ZEPHYRHILLS DUPLEX PROJECT,39141 6TH AVE,Zephyrhills,Florida,33540,Pasco,Rental Assistance/HUD;Section 811 Capital Advance,6,6,6,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1996,1972,Non-Profit,2036,28.23773927,-82.1689062,33010,3,-,6,-,-,-
1579,-,800004102,-,1.53E+17,ABILITIES AT FOUNTAIN SQUARE,1799 N HIGHLAND AVE,Clearwater,Florida,33755,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,8,8,8,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1996,1971,Non-Profit,2036,27.98534124,-82.77433854,26701,4,-,1,7,-,-
626,-,800004296,-,1.63E+17,ABILITIES AT MORNINGSIDE I,2500 HARN BLVD,Clearwater,Florida,33764,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,6,6,6,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1996,1971,Non-Profit,2017,27.94710704,-82.73277995,25413,3,-,6,-,-,-
7221,-,800232313,-,1.63E+17,ABILITIES AT MORNINGSIDE II,2500 &amp; 2501 Harn Blvd.,Clearwater,Florida,33764,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,8,8,8,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2012,1975,Non-Profit,2052,27.94702066,-82.7328052,25413,3,-,7,1,-,-
3062,-,800214872,-,1.53E+17,ABILITIES AT ST. ANDREWS COVE,605 N Keene Rd,Clearwater,Florida,33755,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,6,6,6,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2003,1976,Non-Profit,2043,27.97213364,-82.76202707,26602,1,-,3,1,2,-
2213,-,800067303,-,1.63E+17,ABILITIES AT WOODSIDE,4215 E BAY DR,Clearwater,Florida,33764,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,6,6,6,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1998,1971,Non-Profit,2038,27.91525407,-82.74341337,25415,2,-,2,4,-,-
2070,-,800003955,-,1.63E+17,CASA MIGUEL,2285 STATE ROAD 580,Clearwater,Florida,33763,Pinellas,Rental Assistance/HUD;Section 207/223(f),82,82,82,-,x,-,-,-,Elderly,Ready for Occupancy,1984,1984,Non-Profit,2025,28.01868092,-82.74239414,26910,1,21,61,-,-,-
548,-,800004005,-,1.53E+17,CLEARBAY TERRACE,1770 N BETTY LN,Clearwater,Florida,33755,Pinellas,Rental Assistance/HUD;Section 207/223(f),101,100,100,-,x,-,-,-,Elderly,Ready for Occupancy,1983,1983,Non-Profit,2033,27.9863726,-82.78467408,26300,4,not avail.,not avail.,not avail.,not avail.,not avail.
1892,2801,800004007,-,1.53E+17,CLEARWATER APARTMENTS,1000 N. KEENE RD,Clearwater,Florida,33755,Pinellas,Housing Credits 4%;Rental Assistance/HUD;Section 207/223(f),90,90,89,x,x,-,-,-,Family,Ready for Occupancy,1982,1983,For-Profit,2047,27.9768746,-82.76351616,26500,1,not avail.,not avail.,not avail.,not avail.,not avail.
1774,-,800004031,-,1.53E+17,CREEKSIDE MANOR I,1318 FRANKLIN ST,Clearwater,Florida,33756,Pinellas,Rental Assistance/HUD;Section 202 Direct Loan,55,54,54,-,x,-,-,-,Elderly,Ready for Occupancy,1991,1991,Non-Profit,2032,27.96307834,-82.78188709,26400,2,not avail.,not avail.,not avail.,not avail.,not avail.
1674,-,800004388,-,1.53E+17,CREEKSIDE MANOR II,1335 PIERCE ST,Clearwater,Florida,33756,Pinellas,Rental Assistance/HUD;Section 202 Direct Loan,37,37,37,-,x,-,-,-,Elderly,Ready for Occupancy,1991,1991,Non-Profit,2031,27.96341025,-82.78250503,26400,2,9,28,-,-,-
1709,-,800004107,-,1.53E+17,FREEDOM VILLAGE III,1167 E TURNER ST,Clearwater,Florida,33756,Pinellas,Rental Assistance/HUD;Section 202 Direct Loan,40,40,40,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1991,1991,Non-Profit,2031,27.9591958,-82.78980504,25900,1,-,20,20,-,-
546,-,800004322,-,1.53E+17,NORTON APARTMENTS,1450 S Martin L. King Jr. Blvd,Clearwater,Florida,33756,Pinellas,Rental Assistance/HUD,48,48,48,-,x,-,-,-,Family,Ready for Occupancy,1980,1982,Non-Profit,2032,27.94389178,-82.79291822,25800,3,-,8,18,16,6
7377,-,800235854,-,15 29 02 10926 000 0970,SUNSET POINT APARTMENTS,1413 Sunset Point Road,Clearwater,Florida,33755,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,14,14,14,-,x,-,-,-,Elderly,Ready for Occupancy,2014,not avail.,Non-Profit,2017,27.98967582,-82.77876728,26300,3,-,14,-,-,-
123,-,800004529,-,1.53E+17,WATERFALL APTS.,1325 N HIGHLAND AVE,Clearwater,Florida,33755,Pinellas,Rental Assistance/HUD;Section 202 Direct Loan,22,21,21,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1991,1991,Non-Profit,2031,27.97975226,-82.77455474,26701,4,not avail.,not avail.,not avail.,not avail.,not avail.
1551,-,800004532,-,1.53E+17,SAN CHRISTOPHER II GROUP HOME,664 SAN CHRISTOPHER DR,Dunedin,Florida,34698,Pinellas,Rental Assistance/HUD;Section 202 Direct Loan,7,6,6,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1990,1989,Non-Profit,2030,28.02287716,-82.78235431,27101,1,not avail.,not avail.,not avail.,not avail.,not avail.
1573,-,800004530,-,1.53E+17,UNION GROUP HOME,920 UNION ST,Dunedin,Florida,34698,Pinellas,Rental Assistance/HUD;Section 202 Direct Loan,5,5,5,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1987,1987,Non-Profit,2027,27.99755315,-82.7743039,26907,2,-,5,-,-,-
1578,-,800004531,-,1.53E+17,UPARC HOUSING II GROUP HOME,1545 PINEHURST RD,Dunedin,Florida,34698,Pinellas,Rental Assistance/HUD;Section 202 Direct Loan,7,6,6,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1990,1989,Non-Profit,2030,28.02581926,-82.77135226,26908,4,not avail.,not avail.,not avail.,not avail.,not avail.
1580,-,800004405,-,1.53E+17,DRYER GROUP HOME,2606 DRYER AVE,Largo,Florida,33770,Pinellas,Rental Assistance/HUD;Section 202 Direct Loan,5,5,5,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1986,1972,Non-Profit,2027,27.90184347,-82.8139879,25207,2,-,5,-,-,-
517,-,800004157,-,1.53E+17,HERITAGE PRESBYTERIAN,10200 122nd Ave,Largo,Florida,33773,Pinellas,Rental Assistance/HUD;Section 236,400,80,80,-,x,-,-,-,Elderly,Ready for Occupancy,1975,1971,Non-Profit,2033,27.88100168,-82.77997154,25115,1,not avail.,not avail.,not avail.,not avail.,not avail.
1882,-,800004156,-,1.63E+17,HERITAGE OAKS OF PALM HARBOR,2351 ALDERMAN RD,PALM HARBOR,Florida,34683,Pinellas,Rental Assistance/HUD;Section 202 Capital Advance,94,94,94,-,x,-,-,-,Elderly,Ready for Occupancy,1995,1995,Non-Profit,2017,28.09455339,-82.74286451,27205,3,-,94,-,-,-
590,-,800004354,-,1.53E+17,PALM HARBOR GROUP HOME,675 11TH ST,PALM HARBOR,Florida,34683,Pinellas,Rental Assistance/HUD;Section 202 Direct Loan,5,4,4,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1985,1985,Non-Profit,2025,28.0741621,-82.76620877,27207,3,not avail.,not avail.,not avail.,not avail.,not avail.
1586,-,800004533,-,1.53E+17,UPARC HOUSING IV,1257 ALHAMBRA COURT,PALM HARBOR,Florida,34683,Pinellas,Rental Assistance/HUD;Section 202 Direct Loan,14,12,12,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1996,1997,Non-Profit,2036,28.04782193,-82.74810472,26908,1,not avail.,not avail.,not avail.,not avail.,not avail.
577,-,800004099,-,1.63E+17,FOREST LANE APARTMENTS,7101 53RD ST,Pinellas Park,Florida,33781,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,24,24,24,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1995,1995,Non-Profit,2016,27.83755307,-82.70533789,24901,1,-,24,-,-,-
513,-,800004105,-,1.63E+17,FREEDOM VILLAGE I,7700 66TH ST,Pinellas Park,Florida,33781,Pinellas,Rental Assistance/HUD;Section 202 Direct Loan,89,89,89,-,x,-,-,-,Elderly,Ready for Occupancy,1980,1980,Non-Profit,2020,27.84140227,-82.72966979,25004,4,-,57,32,-,-
549,-,800004335,-,1.63E+17,OCEANSIDE ESTATES,6700 102ND AVE N,Pinellas Park,Florida,33782,Pinellas,Rental Assistance/HUD;Section 207/223(f),104,104,104,-,x,-,-,-,Elderly,Ready for Occupancy,1981,1981,For-Profit,2017,27.86367884,-82.73043509,25004,1,-,104,-,-,-
2209,-,800112348,-,1.63E+17,SHADY PINES APTS,4037 76TH AVE N,Pinellas Park,Florida,33781,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,8,8,8,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1999,2000,Non-Profit,2039,27.84151729,-82.68858613,24902,2,-,8,-,-,-
477,1932,800004450,-,1.63E+17,ST. GILES MANOR,5041 82ND AVE N,Pinellas Park,Florida,33781,Pinellas,Exchange;Rental Assistance/HUD;Section 221(d)(4) MKT,106,106,106,x,x,-,-,-,Elderly;Family;Link,Ready for Occupancy,1981,1981,Non-Profit,2030,27.84699122,-82.70259017,24906,1,-,106,-,-,-
7154,-,800224878,-,1.63E+17,ST. GILES MANOR II,7650 58th St,Pinellas Park,Florida,33781,Pinellas,Rental Assistance/HUD;Section 202 Capital Advance,88,88,88,-,x,-,-,-,Elderly,Ready for Occupancy,2011,1961,Non-Profit,2050,27.84100312,-82.71358373,24906,2,-,88,-,-,-
621,-,800004534,-,1.63E+17,UPARC HOUSING V,"608 4TH AVE., N.",Safety Harbor,Florida,34695,Pinellas,Rental Assistance/HUD;Section 202 Direct Loan,14,12,12,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1996,1981,Non-Profit,2036,27.99600452,-82.69104531,26816,2,not avail.,not avail.,not avail.,not avail.,not avail.
6613,-,800214879,-,1.63E+17,128TH PLACE,2762 1st Ave N,St. Petersburg,Florida,33713,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,18,18,18,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2003,2004,Non-Profit,2043,27.77160855,-82.67082248,21800,3,-,18,-,-,-
508,1047,800004292,-,1.73E+17,540 Town Center,540 2ND AVE S,St. Petersburg,Florida,33701,Pinellas,Housing Credits 9%;Rental Assistance/HUD;Section 207/223(f),146,145,145,x,x,-,-,-,Elderly;Family;Link,Ready for Occupancy,1981,1981,Limited Dividend,2064,27.76916114,-82.6409864,28600,2,not avail.,not avail.,not avail.,not avail.,not avail.
1963,-,800112350,-,1.63E+17,ABILITIES AT CASABLANCA,2099 54th Ave South,St. Petersburg,Florida,33712,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,9,9,9,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2000,1976,Non-Profit,2040,27.719937,-82.66112991,20201,1,-,3,6,-,-
1327,-,800211382,-,1.73E+17,ABILITIES AT PARKLANE,379 47th Ave N,St. Petersburg,Florida,33703,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,7,7,7,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2001,1973,Non-Profit,2041,27.81532453,-82.63769275,24100,4,-,6,1,-,-
627,-,800003890,-,1.63E+17,ABILITIES AT WINDJAMMER I,1400 GANDY BLVD N,St. Petersburg,Florida,33702,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,10,10,10,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1997,1986,Non-Profit,2036,27.85515319,-82.65300778,24413,3,1,5,4,-,-
720,-,800003887,-,1.63E+17,ABILITIES AT WINDJAMMER II,1400 Gandy Blvd N,St. Petersburg,Florida,33702,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,8,8,8,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1998,1986,Non-Profit,2038,27.85501023,-82.65333988,24413,3,-,6,2,-,-
7157,-,800226000,-,1.63E+17,ARLINGTON AVENUE APARTMENTS,1007 Arlington Avenue N,St. Petersburg,Florida,33705,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,16,16,16,-,x,-,-,-,Elderly,Ready for Occupancy,2011,1965,Non-Profit,2051,27.77279449,-82.64820639,21600,2,-,16,-,-,-
551,-,800004429,-,1.63E+17,BOCA CIEGA TOWNHOMES,3401 37th St. South,St. Petersburg,Florida,33711,Pinellas,Rental Assistance/HUD;Section 207/223(f),108,108,108,-,x,-,-,-,Family,Ready for Occupancy,1986,1974,For-Profit,2035,27.73692082,-82.68433353,20101,2,-,-,49,59,-
586,-,800004020,-,1.63E+17,BOLEY GROUP HOME,4123 37th ST N,St. Petersburg,Florida,33714,Pinellas,Rental Assistance/HUD;Section 202 Direct Loan,8,8,8,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1993,1994,Non-Profit,2034,27.80948841,-82.6830604,24703,3,1,7,-,-,-
7160,-,800232315,-,1.63E+17,BROADWATER PLACE,3615 37th St S,St. Petersburg,Florida,33711,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,14,14,14,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2013,2010,Non-Profit,2053,27.73566466,-82.68396199,20101,2,-,14,-,-,-
480,2741,800003944,-,1.73E+17,BROOKSIDE SQUARE,200 72ND AVE N,St. Petersburg,Florida,33702,Pinellas,Extremely Low Income;Housing Credits 4%;Rental Assistance/HUD;SAIL;Section 207/223(f);State Bonds,142,142,137,x,x,-,-,-,Family;Link,Ready for Occupancy,1971,1971,For-Profit,2065,27.83660426,-82.63568692,24408,2,not avail.,not avail.,not avail.,not avail.,not avail.
667,-,800003950,-,1.63E+17,BURLINGTON TOWER,1000 BURLINGTON AVE N,St. Petersburg,Florida,33705,Pinellas,Rental Assistance/HUD;Section 207/223(f),116,115,115,-,x,-,-,-,Elderly,Ready for Occupancy,1983,1983,Non-Profit,2033,27.77320662,-82.64816726,21600,2,not avail.,not avail.,not avail.,not avail.,not avail.
55,-,800004387,-,1.73E+17,Boley Centers,1800 4th St S,St. Petersburg,Florida,33705,Pinellas,Rental Assistance/HUD;Section 207/223(f),40,40,40,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1987,1987,Non-Profit,2020,27.7521598,-82.63801435,20400,3,-,40,-,-,-
542,-,800003985,-,1.53E+17,CASA SANTA CRUZ,7825 54TH AVENUE N,St. Petersburg,Florida,33709,Pinellas,Rental Assistance/HUD;Section 202 Capital Advance,76,76,76,-,x,-,-,-,Elderly,Ready for Occupancy,1995,1995,Non-Profit,2017,27.82327984,-82.74649281,25015,2,-,76,-,-,-
516,-,800003930,-,1.63E+17,CITRUS GROVE APARTMENTS,731 15TH  ST S,St. Petersburg,Florida,33705,Pinellas,Rental Assistance/HUD;Section 221(d)(3) MR,84,84,84,-,x,-,-,-,Family,Ready for Occupancy,1970,1971,Non-Profit,2036,27.76208681,-82.65424193,21200,2,-,11,27,25,21
6734,1537,800221252,-,1.63E+17,CLAM BAYOU APARTMENTS,3880 14th Avenue S,St. Petersburg,Florida,33712,Pinellas,Demonstration Project;Rental Assistance/HUD;Section 811 Capital Advance,14,14,14,x,x,-,-,-,Elderly;Persons with Disabilities,Ready for Occupancy,2004,not avail.,Non-Profit,2017,27.73699464,-82.6871251,20101,2,-,14,-,-,-
716,-,800211412,-,1.63E+17,DOME DISTRICT APTS,1029 Burlington Ave N,St. Petersburg,Florida,33705,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,18,18,18,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2001,2001,Non-Profit,2016,27.77452007,-82.64898381,21600,3,-,18,-,-,-
585,-,800004100,-,1.63E+17,FOREST MEADOWS APARTMENTS,5170 FOREST MEADOWS LN N,St. Petersburg,Florida,33709,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,15,15,15,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1996,1996,Non-Profit,2035,27.818657,-82.729915,25018,1,-,15,-,-,-
657,1893,800004132,-,1.63E+17,GREENVIEW MANOR,1212 Burlington Ave N,St. Petersburg,Florida,33705,Pinellas,Housing Credits 4%;Rental Assistance/HUD;State Bonds,52,52,52,x,x,-,-,-,Elderly;Family,Ready for Occupancy,1982,1982,For-Profit,2024,27.773443,-82.650946,21600,2,-,48,4,-,-
672,-,800004198,-,1.63E+17,JOHN KNOX APTS,1035 ARLINGTON AVE N,St. Petersburg,Florida,33705,Pinellas,Refi Section 221(d)(3) MR;Rental Assistance/HUD,300,300,300,-,x,-,-,-,Elderly,Ready for Occupancy,1968,1969,Non-Profit,2022,27.77333377,-82.64964426,21600,2,54,246,-,-,-
2264,-,800212842,-,1.73E+17,"LAKE WINDS APARTMENTS, INC.",836 34th Avenue,St. Petersburg,Florida,33705,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,14,14,14,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2002,2002,Non-Profit,2016,27.7373139,-82.64521692,20301,1,-,14,-,-,-
7229,-,800232318,-,1.63E+17,LAUREL TRACE,4638 71st Way N,St. Petersburg,Florida,33709,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,9,9,9,-,x,-,-,-,Elderly,Ready for Occupancy,2012,not avail.,Non-Profit,2053,27.81410394,-82.73810262,25017,2,-,9,-,-,-
6643,-,800217901,-,1.63E+17,PALMETTO BREEZE APTS,3000 1st Ave S,St. Petersburg,Florida,33712,Pinellas,Rental Assistance/HUD;Section 811 Capital Advance,12,12,12,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,2005,2006,Non-Profit,2045,27.76940495,-82.67464103,21900,4,-,12,-,-,-
579,-,800004361,-,1.63E+17,PARC APARTMENTS,3190 75th St N,St. Petersburg,Florida,33710,Pinellas,Rental Assistance/HUD;Section 202 Direct Loan,24,24,24,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1979,1979,Non-Profit,2020,27.80050308,-82.74266226,22402,1,-,24,-,-,-
618,-,800004362,-,1.63E+17,PARC HOUSING II,5353 31ST ST N,St. Petersburg,Florida,33714,Pinellas,Rental Assistance/HUD;Section 202 Direct Loan,8,8,8,-,x,-,-,-,Persons with Disabilities,Ready for Occupancy,1991,1991,Non-Profit,2031,27.82066403,-82.67500189,24602,4,-,8,-,-,-
479,1049,800004381,-,1.73E+17,PETERBOROUGH APARTMENTS,440 4TH  AVE N,St. Petersburg,Florida,33701,Pinellas,Elderly Housing Community Loan;Extremely Low Income;Housing Credits 4%;Rental Assistance/HUD;SAIL;Section 207/223(f);State Bonds,153,150,150,x,x,-,-,-,Elderly;Family,Ready for Occupancy,1981,1981,For-Profit,2047,27.77597273,-82.63953152,21500,1,not avail.,not avail.,not avail.,not avail.,not avail.
515,2270,800004500,-,1.73E+17,THE VIRIDIAN APARTMENTS,518 3RD AVE S,St. Petersburg,Florida,33701,Pinellas,Extremely Low Income;Housing Credits 4%;Local Bonds;Rental Assistance/HUD;SAIL,188,188,133,x,x,-,-,x,Elderly,Ready for Occupancy,1971,1971,For-Profit,2061,27.76819414,-82.64085165,28600,2,83,105,-,-,-
