Project_ID,Project_Status,Project_Name,Street_Number ,Street_Name,Street_Type,Zip_Code,Planning_Address,APN(s),Supervisor_District,Planning_Neighborhood,City_Analysis_Neighborhood,Lead_Agency,Program_Area,Project_Area,Project_Type,Housing_Tenure,Issuance_of_Notice_to_Proceed,Issuance_of_Building_Permit,Issuance_of_First_Construction_Document,Estimated/Actual_Construction_Start_Date,Estimated_Construction_Completion,Project_Lead_Sponsor,Project_Co-Sponsor,Project_Owner,DBI_Permit_Number,Planning_Case_Number,Property_Informaiton_Map_Link,Planning_Entitlements,Entitlement_Approval,Section_415_Declaration,Recording_Number,Recording_Date,Project_Units,Affordable_Units,Market_Rate_Units,%_Affordable,SRO_Units,Studio_Units,1bd_Units,2bd_Units,3bd_Units,4bd_Units,5+_bd_Units,Mobility_Units,Manager_Units,Manager_Unit(s)_Type,Family_Units,Senior_Units,TAY_Units,Homeless_Units,Disabled_Units,20%_AMI,30%_AMI,50%_AMI,55%_AMI,60%_AMI,80%_AMI,90%_AMI,100%_AMI,120%_AMI,150%_AMI,Latitude,Longitude,Location
2014-014,(5) First Construction Document Issued,1634-1690 Pine,1634-1690,Pine,St,94109,"1634 PINE ST, SAN FRANCISCO, CA",024025-0647 (2 lots),2,Western Addition,Western Addition,MOHCD,Inclusionary,,New Construction,Ownership,,,11/5/14,11/5/14 0:00,4/28/16,Oyster Development Corp. ,,,"201312184508, 201511233368",2011.1306,http://propertymap.sfplanning.org/?search=2011.1306,"2011.1306C,2011.1306E,2011.1306E_3,2011.1306E_5,2011.1306U",5/15/14,On-site BMR Project ,2014-J909490,7/17/14,261,31,230,12%,0,0,0,0,0,0,0,0,0,,31,0,0,0,0,0,0,0,0,0,0,0,31,0,0,37.78955309,-122.4232789,"(37.7895530932294, -122.42327888481)"
2014-015,(3) Design with Entitlements Approved,1433 Bush ,1433,Bush,St,94109,1433 BUSH ST 94109,670024,3,Downtown/Civic Center,Nob Hill,MOHCD,Inclusionary,,New Construction,Ownership,,,,8/3/21 0:00,8/3/23,Joseph Blandino,,,,2015-009279PRJ,http://propertymap.sfplanning.org/?search=2015-009279PRJ,"2015-009279CUA,2015-009279ENV,2015-009279PRV,2015-009279VAR",8/4/16,On-site BMR Project ,2016-K346130,10/20/16,47,7,40,15%,0,0,0,0,0,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,37.78836325,-122.4208413,"(37.7883632539481, -122.42084130449)"
2014-016,(5) First Construction Document Issued,2051 3rd ,2051,3rd,St,94107,"2065 03RD ST, SAN FRANCISCO, CA 94107",3994084,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,,New Construction,Rental,,6/10/15,12/30/15,12/30/15 0:00,6/22/17,Raintree 2015 Third Street LLC,,,"201406279814, 201411121259, 201411121261",2010.0726,http://propertymap.sfplanning.org/?search=2010.0726,"2010.0726E,2010.0726E_3,2010.0726K,2010.0726LLA,2010.0726U,2010.0726X",6/5/14,On-site BMR Project ,2014-J984244,12/8/14,93,12,81,13%,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,37.76373469,-122.3883059,"(37.7637346920371, -122.388305886171)"
2014-017,(5) First Construction Document Issued,119 - 7th ,119,7th,St,94103,"119 07TH ST, SAN FRANCISCO, CA",3726103,6,South of Market,South of Market,MOHCD,Inclusionary,,New Construction,Unknown,,5/11/15,10/2/15,10/2/15 0:00,3/25/17,"American Pacific International, Inc.",,,2.01406E+11,2012.0673,http://propertymap.sfplanning.org/?search=2012.0673,"2012.0673E,2012.0673U,2012.0673X",6/19/14,Fee Payment ,2014-J904789,7/8/14,39,0,39,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.77907287,-122.4103124,"(37.779072868859, -122.410312380115)"
2014-018,(5) First Construction Document Issued,580 Hayes  ,580,Hayes,St,94102,"580 HAYES ST, SAN FRANCISCO, CA 94102",807010,5,Western Addition,Hayes Valley,MOHCD,Inclusionary,,New Construction,Unknown,,3/31/15,7/29/15,7/29/15 0:00,1/19/17,"Laguna Hayes, LLC",,,2.01312E+11,2012.0903,http://propertymap.sfplanning.org/?search=2012.0903,"2012.0903C,2012.0903E,2012.0903E_3,2012.0903K,2012.0903U,2012.0903V",6/26/14,Fee Payment ,2014-J915746,7/30/14,29,0,29,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.77675668,-122.4260293,"(37.7767566776164, -122.42602925402)"
2014-019,(2) Predevelopment Feasibility,Goodwill,1500,Mission ,St,94103,1500 MISSION ST 94103,3506006,6,South of Market,Mission,MOHCD,Bonds Only,,New Construction,Rental,6/1/17,,,6/1/17 0:00,4/1/20,Related California,,"Related California Urban Housing, LLC",,2014-000362PRJ,http://propertymap.sfplanning.org/?search=2014-000362PRJ,"2014-000362DNX,2014-000362ENV,2014-000362MAP,2014-000362PCA,2014-000362SHD,2014.1208PPA,2014.1208U",,,,,565,113,452,20%,0,25,67,20,1,0,0,0,0,,113,0,0,0,0,0,0,113,0,0,0,0,0,0,0,37.77418641,-122.4181267,"(37.7741864093471, -122.41812665499)"
2014-020,(3) Design with Entitlements Approved,325 Fremont,325,Fremont,St,94105,"325 FREMONT ST, SAN FRANCISCO, CA 94105",3747012,6,South of Market,Financial District/South Beach,MOHCD,Inclusionary,,New Construction,Unknown,,,,7/16/19 0:00,7/15/21,Fremont 325 Development LLC,,,2.01605E+11,2012.1025,http://propertymap.sfplanning.org/?search=2012.1025,"2012.1025E,2012.1025E_3,2012.1025U,2012.1025V,2012.1025X",7/17/14,Fee Payment ,,,118,0,118,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.78783845,-122.393031,"(37.787838445046, -122.393031008396)"
2014-021,(4) Site Work Permit Issued,346 Potrero,346,Potrero,Ave,94103,"346 POTRERO AV, SAN FRANCISCO, CA 94103",3962008,10,Mission,Mission,MOHCD,Inclusionary,,New Construction,Rental,,2/18/15,4/24/15,4/24/15 0:00,10/15/16,Trumark Urban,,,2.01311E+11,2012.0793,http://propertymap.sfplanning.org/?search=2012.0793,"2012.0793CND,2012.0793E,2012.0793E_3,2012.0793K,2012.0793U,2012.0793X",7/24/14,On-site BMR Project ,2014-J950089,9/16/14,70,11,59,16%,0,0,0,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,37.7651396,-122.4078165,"(37.7651395979749, -122.407816459607)"
2016-038,(2) Predevelopment Feasibility,Washburn Hotel,42,Washburn,St,94103,Not Applicable,3509044,6,South of Market,South of Market,MOHCD,Multifamily,,Rehabilitation,Rental,9/1/17,,,9/1/17 0:00,3/1/18,Conard House,,,,Not Applicable,,,,,,,22,22,0,100%,22,0,0,0,0,0,0,0,0,,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,37.77528251,-122.4145904,"(37.7752825137245, -122.414590426094)"
2014-022,(5) First Construction Document Issued,923 Folsom,923,Folsom,St,94107,"923 FOLSOM ST, SAN FRANCISCO, CA 94107",3753106,6,South of Market,South of Market,MOHCD,Inclusionary,,New Construction,Ownership,,5/12/15,9/9/15,9/9/15 0:00,3/2/17,Trumark Urban,,,"201311202410, 201409126237",2012.1333,http://propertymap.sfplanning.org/?search=2012.1333,"2012.1333E,2012.1333E_3,2012.1333Q,2012.1333S,2012.1333U,2012.1333X",7/24/14,Fee Payment ,2014-J948474,9/11/14,115,0,115,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.77954119,-122.4036593,"(37.7795411895601, -122.403659255)"
2014-023,(5) First Construction Document Issued,645 Texas,645,Texas,St,94107,"645 TEXAS ST, SAN FRANCISCO, CA 94107",4102026,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,,New Construction,Ownership,,1/27/15,6/19/15,6/19/15 0:00,12/10/16,Jessie Stuart,,,"201312093691, 201410068171, 201410068172, 201410249875",2012.1218,http://propertymap.sfplanning.org/?search=2012.1218,"2012.1218E,2012.1218E_3,2012.1218K,2012.1218U,2012.1218X,2014-002298GPR,2015-004253CND",8/14/14,On-site BMR Project ,2014-J950088,9/16/14,91,11,80,12%,0,0,0,0,0,0,0,0,0,,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,37.75796341,-122.3945718,"(37.7579634092185, -122.394571813144)"
2014-024,(2) Predevelopment Feasibility,Transbay Block 1,160,Folsom,St,94105,Not Applicable,3740030,6,Financial District,Financial District/South Beach,OCII,Inclusionary-OCII,,New Construction,Ownership,12/1/16,,,12/1/16 0:00,12/1/18,,,,2.01309E+11,Not Applicable,,,,,,,391,156,235,40%,0,0,0,0,0,0,0,0,0,,156,0,0,0,0,0,0,0,0,0,0,0,0,156,0,37.7899816,-122.3917302,"(37.7899816042381, -122.391730222711)"
2014-025,(3) Design with Entitlements Approved,Schlage Project,0,Schlage Project,,94134,"2175 BAYSHORE BL, SAN FRANCISCO, CA 94134",5066B020,10,Visitacion Valley,Bayview Hunters Point,MOHCD,Inclusionary,,New Construction,Unknown,,,,9/1/19 0:00,8/31/21,,,,,2006.1308,http://propertymap.sfplanning.org/?search=2006.1308,"2006.1308E,2006.1308E_3,2006.1308E_5,2006.1308M,2006.1308R,2006.1308R_3,2006.1308T,2006.1308U,2006.1308U_3,2006.1308U_5,2006.1308U_7,2006.1308W,2006.1308Z",9/2/14,On-site BMR Project/Fee Payment,,,1679,168,1511,10%,0,0,0,0,0,0,0,0,0,,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.71031638,-122.4035186,"(37.7103163777462, -122.403518556368)"
2014-026,(6) Complete,149-151 Duboce Ave,149-151,Duboce,Ave,94103,Not Applicable,3533065,8,Mission,Mission,MOHCD,Small Sites,,Rehabilitation,Rental,10/28/15,10/20/15,,10/28/15 0:00,2/29/16,San Francisco Community Land Trust,,San Francisco Community Land Trust,2.01509E+11,Not Applicable,,,,,DOC-2014-J997736-00,12/23/14,4,4,0,100%,0,0,4,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37.76956794,-122.4234589,"(37.769567941009, -122.423458893718)"
2014-027,(5) First Construction Document Issued,1527-45 Pine,1527-45,Pine,St,94109,"1545 PINE ST, SAN FRANCISCO, CA 94109",667016,3,Nob Hill,Nob Hill,MOHCD,Inclusionary,,New Construction,Ownership,,10/27/15,2/29/16,2/29/16 0:00,8/22/17,Trumark Urban,,,"201312033256, 201411141511, 201411141513, 201411141516, 201411141517, 201411141519, 201607273531",2006.0383,http://propertymap.sfplanning.org/?search=2006.0383,"2006.0383C,2006.0383E,2006.0383E_3,2006.0383K,2006.0383V",10/2/14,On-site BMR Project ,2014-J981705,12/1/14,103,12,91,12%,0,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,37.78928841,-122.4210831,"(37.7892884054255, -122.421083117489)"
2014-028,(5) First Construction Document Issued,815-825 Tennessee,815-825,Tennessee,St,94107,"825 TENNESSEE ST, SAN FRANCISCO, CA 94107",4059001A,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,,New Construction,Ownership,,6/15/16,8/31/16,8/31/16 0:00,2/22/18,DM 815 Tennessee Street LLC,,,"201405054911, 201405054913",2013.022,http://propertymap.sfplanning.org/?search=2013.0220,"2013.0220CND,2013.0220E,2013.0220K,2013.0220PPA,2013.0220U,2013.0220X",10/16/14,On-site BMR Project ,2014-J997211,12/22/14,69,10,59,14%,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,37.76136542,-122.3892639,"(37.7613654194533, -122.389263883726)"
2014-029,(6) Complete,520 9th ,520,9th,St,94103,"520 09TH ST, SAN FRANCISCO, CA 94103",3526005,6,South of Market,South of Market,MOHCD,Inclusionary,,New Construction,Unknown,,,6/22/15,6/22/15 0:00,12/13/16,520 9th Street LLC,,,,2013.0066,http://propertymap.sfplanning.org/?search=2013.0066,"2013.0066E,2013.0066U,2013.0066V",10/19/14,Fee Payment ,2014-J959877,10/10/14,12,0,12,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.77078146,-122.4083233,"(37.7707814639672, -122.40832332682)"
2014-030,(5) First Construction Document Issued,690 Page,690,Page,St,94117,"690 PAGE ST, SAN FRANCISCO, CA 94117",843051,5,Western Addition,Hayes Valley,MOHCD,Inclusionary,,New Construction,Ownership,,6/25/15,8/31/15,8/31/15 0:00,2/21/17,"Page Steiner Associates, LLC",,,"201305217455, 201305217457, 201305217462, 201305217463, 201305217464",2012.0909,http://propertymap.sfplanning.org/?search=2012.0909,"2012.0909D,2012.0909E,2012.0909S,2012.0909U",11/13/14,On-site BMR Project ,2015-K002156,1/8/15,12,1,11,8%,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37.77306436,-122.4320319,"(37.7730643613342, -122.432031852444)"
2014-031,(6) Complete,Ritz Carlton II,690,Market,St,94108,"690 MARKET ST, #0101, SAN FRANCISCO, CA 94108",016119-0311 (104 lots),3,Financial District,Financial District/South Beach,MOHCD,Inclusionary,,New Construction,Ownership,,,,11/12/19 0:00,11/11/21,Donald L. Baarman,,,2.01412E+11,2013.1601,http://propertymap.sfplanning.org/?search=2013.1601,"2013.1601E,2013.1601V,2013.1601X",11/13/14,Fee Payment ,2014-J987427,12/12/14,19,0,19,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.78824798,-122.4032322,"(37.7882479777369, -122.403232212982)"
2014-032,(2) Predevelopment Feasibility,Britton Courts (1250 Sunnydale Ave),171,Loehr,St,94134,Not Applicable,6300043,10,Visitacion Valley,Visitacion Valley,MOHCD,Bonds Only,,Rehabilitation,Rental,1/1/18,,,1/1/18 0:00,12/1/18,Mercy Housing California,,"Britton Street Associates, a California Limited Partnership",,Not Applicable,,,,,,,92,91,1,99%,0,0,0,62,21,8,0,0,1,2bd,91,0,0,0,0,0,0,45,0,46,0,0,0,0,0,37.7117163,-122.413358,"(37.7117163040989, -122.413358024661)"
2014-033,(5) First Construction Document Issued,1450 15th ,1450,15th,St,94103,"1450 15TH ST, SAN FRANCISCO, CA 94103",3549064,9,Mission,Mission,MOHCD,Inclusionary,,New Construction,Unknown,,5/29/15,8/18/15,8/18/15 0:00,2/8/17,,,,2.01306E+11,2013.0124,http://propertymap.sfplanning.org/?search=2013.0124,"2013.0124E,2013.0124E_3,2013.0124PPA,2013.0124U,2013.0124X",12/11/14,Fee Payment ,2014-J995311,12/19/14,23,0,23,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76709156,-122.4168334,"(37.7670915633793, -122.416833421442)"
2014-034,(5) First Construction Document Issued,3420 18th ,3420,18th,St,94110,"3420 18TH ST, SAN FRANCISCO, CA 94110",3576090,9,Mission,Mission,MOHCD,Inclusionary,,New Construction,Unknown,,5/8/15,6/11/15,6/11/15 0:00,12/2/16,Sternberg Benjamin Architects,,,"201311041054, 201311041060",2012.1572,http://propertymap.sfplanning.org/?search=2012.1572,"2012.1572E,2012.1572E_3,2012.1572PPA,2012.1572U,2012.1572V",12/16/14,Fee Payment ,,,16,0,16,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76200425,-122.4199861,"(37.762004247941, -122.419986074203)"
2014-035,(5) First Construction Document Issued,233 Shipley,233-237 ,Shipley,St,94107,"237 SHIPLEY ST, SAN FRANCISCO, CA 94107",3753095,6,South of Market,South of Market,MOHCD,Inclusionary,,New Construction,Unknown,,3/16/15,10/13/15,10/13/15 0:00,4/5/17,Steve Chan,,,"201401247066, 201401247071",2013.0318,http://propertymap.sfplanning.org/?search=2013.0318,"2013.0318E,2013.0318E_3,2013.0318PPA,2013.0318U,2014-003137SHD",12/17/14,Fee Payment ,2014-J973342,11/19/14,21,0,21,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7791075,-122.4034794,"(37.7791075002682, -122.403479446416)"
2014-036,(5) First Construction Document Issued,1140 Folsom,1140,Folsom,St,94103,"1140 FOLSOM ST, SAN FRANCISCO, CA",3730015,6,South of Market,South of Market,MOHCD,Inclusionary,,New Construction,Ownership,,12/30/15,5/20/16,5/20/16 0:00,11/11/17,"1140 Folsom, LLC",,,"201411101145, 201502208943",2013.0986,http://propertymap.sfplanning.org/?search=2013.0986,"2013.0986C,2013.0986E,2013.0986E_3,2013.0986K,2013.0986PPA,2013.0986U,2013.0986X",12/18/14,On-site BMR Project ,2015-K003042,1/9/15,112,13,99,12%,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,37.77637133,-122.4091612,"(37.7763713289598, -122.409161180993)"
2015-001,(1) Preliminary Phase,4th and Folsom,266,4th,St,94103,Planning address not yet assigned,3733093,6,South of Market,South of Market,MOHCD,Multifamily,,New Construction,Rental,,,,,,Developer not yet selected,,Developer not yet selected,,Not Yet Available,,,,,,,85,84,1,99%,0,0,0,0,0,0,0,0,0,,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,37.78207857,-122.4016613,"(37.7820785728025, -122.40166128862)"
2015-002,(2) Predevelopment Feasibility,"Block 48, Phase 1A, Block O",762,La Salle,Ave,94124,Not Applicable,"4591D001, 4591D002, 4591D003, 4591D004, 4591D005, 4591D006, 4591D007",10,Bayview,Bayview Hunters Point,OCII,Inclusionary-OCII,,New Construction,Ownership,8/1/17,,,8/1/17 0:00,1/1/19,Lennar,,,,Not Applicable,,,,,,,11,1,10,9%,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37.72819108,-122.3742238,"(37.7281910797996, -122.374223820318)"
2015-003,(5) First Construction Document Issued,800 Indiana,800,Indiana,St,94107,"800 INDIANA ST, SAN FRANCISCO, CA 94107",4105009,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,,New Construction,Unknown,,10/9/15,1/6/16,1/6/16 0:00,6/29/17,Avalon Bay Communities,,,"201406259383, 201507080945",2011.1374,http://propertymap.sfplanning.org/?search=2011.1374,"2011.1374CND,2011.1374E,2011.1374E_3,2011.1374E_5,2011.1374K,2011.1374U,2011.1374X",1/8/15,Fee Payment ,,,326,0,326,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.75919641,-122.391729,"(37.759196412346, -122.391729047715)"
2015-004,(6) Complete,1 Franklin,1,Franklin,St,94102,"1 FRANKLIN ST, SAN FRANCISCO, CA 94102",837003,5,Downtown/Civic Center,Hayes Valley,MOHCD,Inclusionary,,New Construction,Ownership,,,4/14/15,4/14/15 0:00,10/5/16,Franklin Street Developers LLC,,,2.00912E+11,2014.1423,http://propertymap.sfplanning.org/?search=2014.1423,2014.1423V,1/8/15,On-site BMR Project ,2015-K006658,1/16/15,35,4,31,11%,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,37.77442892,-122.4211102,"(37.7744289166105, -122.421110190915)"
2015-005,(3) Design with Entitlements Approved,"100 Van Ness , Phase II",100,Van Ness,Ave,94102,"100 VAN NESS AV, SAN FRANCISCO, CA 94102",814020,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,,New Construction,Rental,,,,1/13/20 0:00,1/12/22,,,,"201409166443, 201410108636",2014.0941,http://propertymap.sfplanning.org/?search=2014.0941,2014.0941V,1/14/15,On-site BMR Project ,2015-K015445,2/2/15,18,2,16,11%,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,37.77672111,-122.4191773,"(37.7767211114138, -122.419177324546)"
2015-006,(6) Complete,308 Turk St,308,Turk,St,94102,Not Applicable,337007,6,Downtown/Civic Center,Tenderloin,MOHCD,Small Sites,,Rehabilitation,Rental,11/23/15,3/11/16,,11/23/15 0:00,5/23/16,San Francisco Community Land Trust,,San Francisco Community Land Trust,2.01603E+11,Not Applicable,,,,,DOC-2015-K078511-00,6/19/15,20,20,0,100%,0,20,0,0,0,0,0,0,0,,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,37.78303622,-122.4144372,"(37.7830362159939, -122.414437167218)"
2015-007,(2) Predevelopment Feasibility,Mission Bay South 3 East,1150,3rd,St,94158,Not Applicable,8711026,6,South of Market,Mission Bay,OCII,Multifamily,,New Construction,Rental,6/1/17,,,6/1/17 0:00,6/1/19,Chinatown Community Development Center,Swords to Plowshares,MB3E LP,,Not Applicable,,,,,,,119,118,1,99%,0,12,55,30,21,0,0,0,1,2bd,56,0,0,62,0,0,62,33,0,23,0,0,0,0,0,37.77330151,-122.3902381,"(37.7733015112888, -122.390238073414)"
2016-039,(2) Predevelopment Feasibility,El Dorado,150,9th,St,94103,Not Applicable,3509007,6,South of Market,South of Market,MOHCD,Multifamily,,Rehabilitation,Rental,9/1/17,,,9/1/17 0:00,3/1/18,Conard House,,,,Not Applicable,,,,,,,57,57,0,100%,57,0,0,0,0,0,0,0,0,,0,0,0,10,47,0,0,57,0,0,0,0,0,0,0,37.77536957,-122.414113,"(37.7753695695463, -122.414112966131)"
2015-009,(5) First Construction Document Issued,150 Van Ness ,150,Van Ness,Ave,94102,"69 POLK ST, SAN FRANCISCO, CA 94102",814001,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,,New Construction,Rental,,5/23/16,11/15/16,11/15/16 0:00,5/9/18,"Van Ness Hayes Associates, LLC",,,,2013.0973,http://propertymap.sfplanning.org/?search=2013.0973,"2013.0973C,2013.0973E,2013.0973U,2013.0973V,2013.0973X,2013.0973X_3",4/2/15,On-site BMR Project ,2015-K161575,11/25/15,420,50,370,12%,0,0,0,0,0,0,0,0,0,,50,0,0,0,0,0,0,0,50,0,0,0,0,0,0,37.77713405,-122.4188229,"(37.7771340478103, -122.418822910421)"
2015-010,(3) Design with Entitlements Approved,19-25 Mason  & 2-16 Turk ,19-25,Mason,St,94102,"19 MASON ST, SAN FRANCISCO, CA 94102",340002,6,Downtown/Civic Center,Tenderloin,MOHCD,Inclusionary,,New Construction,Unknown,,,,4/14/20 0:00,4/14/22,"American Pacific International Capital, Inc. ",,,,2012.0678,http://propertymap.sfplanning.org/?search=2012.0678,"2012.0678C,2012.0678E,2012.0678K,2012.0678PPA,2012.0678U,2012.0678V,2012.0678X",4/16/15,Fee Payment ,,,155,0,155,0%,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.78368736,-122.4095747,"(37.7836873618897, -122.409574740197)"
2015-011,(3) Design with Entitlements Approved,777 Tennessee,777,Tennessee,St,94107,"777 TENNESSEE ST, SAN FRANCISCO, CA 94107",4044013,10,Potrero Hill,Potrero Hill,MOHCD,Inclusionary,,New Construction,Ownership,,,,4/28/20 0:00,4/28/22,Triple T Tennessee LLC,,,"201507141485, 201510169989, 201510169991",2013.0312,http://propertymap.sfplanning.org/?search=2013.0312,"2013.0312E,2013.0312E_3,2013.0312K,2013.0312PPA,2013.0312U,2013.0312X",4/30/15,On-site BMR Project ,2015-K087225,7/8/15,59,8,51,14%,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,37.76202676,-122.3893245,"(37.7620267646919, -122.389324477787)"
2015-012,(5) First Construction Document Issued,Pigeon Palace,2840-2848,Folsom,St,94110,Not Applicable,6520007,9,Mission,Mission,MOHCD,Small Sites,,Rehabilitation,Rental,7/1/16,,,7/1/16 0:00,12/15/16,San Francisco Community Land Trust,,San Francisco Community Land Trust,2.01606E+11,Not Applicable,,,,,DOC 2015-K130405-00,9/10/15,6,6,0,100%,0,0,0,6,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,37.75181123,-122.4143641,"(37.7518112324371, -122.414364148559)"
2015-013,(6) Complete,1684-1688 Grove,1684-1688,Grove,St,94117,Not Applicable,1185019,5,Haight Ashbury,Lone Mountain/USF,MOHCD,Small Sites,,Rehabilitation,Rental,7/7/16,7/13/16,,7/7/16 0:00,9/2/16,San Francisco Community Land Trust,,San Francisco Community Land Trust,2.01607E+11,Not Applicable,,,,,DOC-2016-K193484-00,1/22/16,3,3,0,100%,0,0,0,2,1,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37.77534927,-122.4443687,"(37.7753492658083, -122.444368681244)"
2015-014,(5) First Construction Document Issued,380 San Jose,380,San Jose,Ave,94110,Not Applicable,6532034,8,Mission,Mission,MOHCD,Small Sites,,Rehabilitation,Rental,8/1/16,,,8/1/16 0:00,11/1/16,Mission Economic Development Agency,,"MEDA Small Properties, LLC",,Not Applicable,,,,,DOC-2016-K193489-00,1/22/16,4,4,0,100%,0,0,4,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37.7491899,-122.4216413,"(37.7491898998109, -122.421641289284)"
2015-015,(5) First Construction Document Issued,1353-1357 Folsom,1353-1357,Folsom,St,94103,Not Applicable,3519052,6,South of Market,South of Market,MOHCD,Small Sites,,Rehabilitation,Rental,8/1/16,,,8/1/16 0:00,3/15/17,San Francisco Community Land Trust,,San Francisco Community Land Trust,,Not Applicable,,,,,DOC-2016-K193479-00,1/22/16,3,3,0,100%,0,0,0,1,1,1,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37.77299153,-122.4121583,"(37.7729915332679, -122.412158315616)"
2015-016,(5) First Construction Document Issued,70-72C Belcher,70-72C,Belcher,St,94114,Not Applicable,3537069,8,Castro/Upper Market,Castro/Upper Market,MOHCD,Small Sites,,Rehabilitation,Rental,8/1/16,,,8/1/16 0:00,8/1/17,San Francisco Community Land Trust,,San Francisco Community Land Trust,,Not Applicable,,,,,DOC-2016-K193474-00,1/22/16,5,5,0,100%,0,0,0,5,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,37.76810592,-122.430444,"(37.7681059187677, -122.430443995738)"
2015-017,(2) Predevelopment Feasibility,490 South Van Ness ,490,South Van Ness,Ave,94103,490 SOUTH VAN NESS AVE 94103,3553008,9,Mission,Mission,MOHCD,Multifamily,,New Construction,Rental,12/1/16,6/1/15,,12/1/16 0:00,6/1/18,BRIDGE Housing Corporation,Mission Housing Development Corporation,Entity to be formed,,2015-010406PRJ,http://propertymap.sfplanning.org/?search=2015-010406PRJ,2015-010406ENV,,,,,89,89,0,100%,0,0,46,36,7,0,0,0,0,,62,0,0,27,0,0,27,0,0,62,0,0,0,0,0,37.76547994,-122.4178239,"(37.7654799368634, -122.417823852671)"
2015-018,(3) Design with Entitlements Approved,1238 Sutter  ,1238,Sutter,St,94109,"1238 SUTTER ST, SAN FRANCISCO, CA 94109",670011,3,Downtown/Civic Center,Nob Hill,MOHCD,Inclusionary,,New Construction,Ownership,,,,5/5/20 0:00,5/5/22,"Celtic Development, LLC",,,2.01507E+11,2013.1238,http://propertymap.sfplanning.org/?search=2013.1238,"2013.1238C,2013.1238E,2013.1238PPA,2013.1238U,2013.1238V",5/7/15,On-site BMR Project ,2015-K147477,10/21/15,37,4,33,11%,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,37.78792925,-122.420824,"(37.78792924513, -122.420823968801)"
